name,iso,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2014
Sudan,SDN,12.9323695286,12.8589646465,12.7855555556,12.7121506734,12.6387415825,12.5653367003,12.4919276094,12.4185227273,12.3451136364,12.2717087542,
Suriname,SUR,98.9102564103,98.8852564103,98.8602564103,98.8352564103,98.8102564103,98.7852564103,98.7602564103,98.7352564103,98.7102564103,98.6852564103,
Swaziland,SWZ,27.4418604651,27.7093023256,27.976744186,28.2441860465,28.511627907,28.7790697674,29.0465116279,29.3139534884,29.5813953488,29.8488372093,
Sweden,SWE,68.3896281133,68.4139981479,68.4383681825,68.4627382171,68.4871082517,68.5114782863,68.5358483209,68.5602183555,68.5845883901,68.6089584247,
Syrian Arab Republic,SYR,2.02415932093,2.05680705191,2.08945478289,2.12210251388,2.15475024486,2.18739797584,2.22004570682,2.25269343781,2.28534116879,2.31798889977,
Tajikistan,TJK,2.91511860532,,2.91797656473,2.91940554444,2.92083452415,2.92226350386,2.92369248357,2.92512146328,2.92655044298,2.92797942269,
Tanzania,TZA,63.1293745767,62.6778053737,62.2262361707,61.7746669677,61.3230977647,60.8715285618,60.4199593588,59.9683901558,59.5168209528,59.0652517498,
Thailand,THA,27.4129460354,28.0013310106,28.5897159858,29.1781009611,29.7664859363,30.3548709115,30.9432558868,31.531640862,32.1200258373,32.7084108125,
Timor-Leste,TMP,64.9630127774,64.2098184264,63.4566240753,62.7034297243,61.9502353732,61.1970410222,60.4438466711,59.6906523201,58.9374579691,58.184263618,
Togo,TGO,12.5942268799,12.2283507998,11.8624747196,11.4965986395,11.1307225593,10.7648464791,10.398970399,10.0330943188,9.66721823865,9.30134215849,
Tonga,TON,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,
Trinidad and Tobago,TTO,46.9200779727,46.7816764133,46.6432748538,46.5048732943,46.3664717349,46.2280701754,46.089668616,45.9512670565,45.8128654971,45.6744639376,
Tunisia,TUN,4.13877445932,4.26364572606,4.38851699279,4.51338825953,4.63825952626,4.763130793,4.88800205973,5.01287332647,5.1377445932,5.26261585994,
Turkmenistan,TKM,8.78215904496,,8.78215904496,8.78215904496,8.78215904496,8.78215904496,8.78215904496,8.78215904496,8.78215904496,8.78215904496,
Turks and Caicos Islands,TCA,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,36.2105263158,
Tuvalu,TUV,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,33.3333333333,
Uganda,UGA,23.7775887093,23.3361693609,22.8947500125,22.4533306641,22.0119113157,21.5704919674,21.129072619,20.6876532706,20.2462339222,19.8048145738,
Ukraine,UKR,16.0075947182,,16.0890653318,16.1298006386,16.1705359455,16.2112712523,16.2520065591,16.2927418659,16.3334771727,16.3742124795,
United Arab Emirates,ARE,2.93062200957,3.00837320574,3.08612440191,3.16387559809,3.24162679426,3.31937799043,3.3971291866,3.47488038278,3.55263157895,3.63038277512,
Uruguay,URY,4.55833619015,4.88509884585,5.21186150154,5.53862415724,5.86538681294,6.19214946863,6.51891212433,6.84567478003,7.17243743572,7.49920009142,
Uzbekistan,UZB,7.15796897038,,7.23648330983,7.27574047955,7.31499764927,7.35425481899,7.39351198872,7.43276915844,7.47202632816,7.51128349788,
Vanuatu,VUT,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,36.0951599672,
"Venezuela, RB",VEN,58.9830508475,58.6571056063,58.3311603651,58.0052151239,57.6792698827,57.3533246415,57.0273794003,56.7014341591,56.3754889179,56.0495436767,
Vietnam,VNM,28.7658607023,29.4921502965,30.2184398906,30.9447294848,31.6710190789,32.3973086731,33.1235982672,33.8498878614,34.5761774555,35.3024670497,
Virgin Islands (U.S.),VIR,67.3714285714,66.4857142857,65.6,64.7142857143,63.8285714286,62.9142857143,62.0285714286,61.1428571429,60.2571428571,59.3714285714,
West Bank and Gaza,WBG,1.50830564784,1.50830564784,1.50830564784,1.50830564784,1.50830564784,1.50830564784,1.50830564784,1.50830564784,1.50830564784,1.50830564784,
"Yemen, Rep.",YEM,1.03983180863,1.03983180863,1.03983180863,1.03983180863,1.03983180863,1.03983180863,1.03983180863,1.03983180863,1.03983180863,1.03983180863,
Zambia,ZMB,71.0259755983,70.8018671222,70.5777586462,70.3536501702,70.1295416941,69.9054332181,69.6813247421,69.457216266,69.23310779,69.008999314,
Zimbabwe,ZWE,57.2935246219,56.4482357503,55.6029468786,54.757658007,53.9123691353,53.0670802637,52.221791392,51.3765025204,50.5312136487,49.685924777,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,
Last Updated: 12/22/2015,,,,,,,,,,,,
